"file_path","dance","start_frame","start_grid_cell","start_x","start_y","end_frame","end_x","end_y","type","path_type","clearness","angle","_datetime","_run_time","_lon","_lat","st_astext"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,14231,"C4",772,545,14360,782,575,"linear","linear","clear",179,"2022-06-28 13:13:14.183333","2.1500","-0.6944443961134148","46.160435090751285","POINT(-0.694444396113415 46.160435090751285)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,14480,"C4",783,551,14596,788,575,"linear","linear","clear",162,"2022-06-28 13:13:18.333333","1.9333","-0.6961588343772578","46.15853221572099","POINT(-0.696158834377258 46.15853221572099)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,14710,"C4",777,540,14806,781,574,"linear","linear","clear",180,"2022-06-28 13:13:22.166667","1.6000","-0.692936252480861","46.15881608436777","POINT(-0.692936252480861 46.15881608436777)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,14943,"D4",776,559,15048,779,584,"linear","linear","clear",168,"2022-06-28 13:13:26.05","1.7500","-0.6948123039156733","46.158536656709956","POINT(-0.694812303915673 46.158536656709956)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,15170,"C4",779,553,15294,761,587,"linear","linear","clear",171,"2022-06-28 13:13:29.833333","2.0667","-0.6954440946338234","46.15962002321094","POINT(-0.695444094633823 46.15962002321094)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,15397,"D4",772,560,15505,776,583,"linear","linear","clear",165,"2022-06-28 13:13:33.616667","1.8000","-0.6953329697053569","46.15844904473173","POINT(-0.695332969705357 46.15844904473173)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,15633,"C3",763,538,15766,755,570,"linear","linear","clear",174,"2022-06-28 13:13:37.55","2.2167","-0.6954431418386376","46.1602806342941","POINT(-0.695443141838638 46.1602806342941)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,15854,"C3",761,539,15972,766,574,"linear","linear","clear",172,"2022-06-28 13:13:41.233333","1.9667","-0.6949957179700449","46.15941687766535","POINT(-0.694995717970045 46.15941687766535)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,16069,"C3",744,546,16170,755,572,"linear","linear","clear",167,"2022-06-28 13:13:44.816667","1.6833","-0.694702460149359","46.15829187726565","POINT(-0.694702460149359 46.15829187726565)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,16301,"C3",759,547,16420,756,568,"linear","linear","clear",169,"2022-06-28 13:13:48.683333","1.9833","-0.6954524865336165","46.159233314697964","POINT(-0.695452486533616 46.159233314697964)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,16580,"C3",743,530,16704,756,550,"linear","linear","clear",174,"2022-06-28 13:13:53.333333","2.0667","-0.6950049628254807","46.15984585791293","POINT(-0.695004962825481 46.15984585791293)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,16805,"C3",759,522,16916,774,536,"linear","linear","clear",163,"2022-06-28 13:13:57.083333","1.8500","-0.6957435353990428","46.15841813459125","POINT(-0.695743535399043 46.15841813459125)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,17019,"C3",758,499,17141,767,535,"linear","linear","clear",181,"2022-06-28 13:14:00.65","2.0333","-0.6938396428749859","46.1602052408861","POINT(-0.693839642874986 46.1602052408861)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,17275,"C4",772,519,17385,780,545,"linear","linear","clear",145,"2022-06-28 13:14:04.916667","1.8333","-0.6973392322678046","46.156725717108394","POINT(-0.697339232267805 46.156725717108394)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,6096,"C2",345,462,6447,344,520,"linear","linear","clear",179,"2022-06-28 12:40:56.6","5.8500","-0.7099139064375359","46.16842118432185","POINT(-0.709913906437536 46.16842118432185)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,6612,"C2",340,481,6984,320,528,"linear","linear","clear",211,"2022-06-28 12:41:05.2","6.2000","-0.6960637341129606","46.175101940159834","POINT(-0.696063734112961 46.175101940159834)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,7844,"D2",451,568,8083,425,614,"linear","linear","clear",187,"2022-06-28 12:41:25.733333","3.9833","-0.701121028225622","46.1650637363584","POINT(-0.701121028225622 46.1650637363584)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,8361,"C2",342,540,8508,333,578,"linear","linear","clear",215,"2022-06-28 12:41:34.35","2.4500","-0.6909559647882004","46.1624009428225","POINT(-0.6909559647882 46.1624009428225)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,8632,"C2",345,525,8993,352,595,"linear","linear","clear",172,"2022-06-28 12:41:38.866667","6.0167","-0.7129671113449894","46.16690323762774","POINT(-0.712967111344989 46.16690323762774)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",2,9133,"C2",361,551,9532,349,612,"linear","linear","clear",216,"2022-06-28 12:41:47.216667","6.6500","-0.6936950801859214","46.17701586674895","POINT(-0.693695080185921 46.17701586674895)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",3,5505,"C4",814,515,5538,811,529,"linear","linear","clear",197,"2022-06-28 12:40:46.75","0.5500","-0.6902774072577691","46.15562160312544","POINT(-0.690277407257769 46.15562160312544)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",3,5683,"C4",811,509,5752,813,530,"linear","linear","clear",181,"2022-06-28 12:40:49.716667","1.1500","-0.6929751332246614","46.15685380141254","POINT(-0.692975133224661 46.15685380141254)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,17510,"C4",769,533,17601,771,559,"linear","linear","clear",178,"2022-06-28 13:14:08.833333","1.5167","-0.6929670576452484","46.15847134077689","POINT(-0.692967057645248 46.15847134077689)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,17756,"C4",772,545,17858,781,572,"linear","linear","clear",165,"2022-06-28 13:14:12.933333","1.7000","-0.6949822042990923","46.15819667365055","POINT(-0.694982204299092 46.15819667365055)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,17958,"C4",772,547,18062,774,573,"linear","linear","clear",173,"2022-06-28 13:14:16.3","1.7333","-0.6941638549426585","46.158826226866246","POINT(-0.694163854942658 46.158826226866246)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,18165,"C4",770,550,18274,782,577,"linear","linear","clear",153,"2022-06-28 13:14:19.75","1.8167","-0.6966292491188577","46.15747276721601","POINT(-0.696629249118858 46.15747276721601)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,18439,"C4",772,543,18573,782,575,"linear","linear","clear",166,"2022-06-28 13:14:24.316667","2.2333","-0.696710242848649","46.15963679014008","POINT(-0.696710242848649 46.15963679014008)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,18709,"D4",776,564,18832,777,589,"linear","linear","clear",170,"2022-06-28 13:14:28.816667","2.0500","-0.695537725385878","46.15949928590223","POINT(-0.695537725385878 46.15949928590223)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,7320,"B2",428,394,7411,414,414,"linear","linear","clear",190,"2022-06-28 12:41:17","1.5167","-0.6933054591460084","46.1583215117855","POINT(-0.693305459146008 46.1583215117855)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,7528,"B2",426,394,7629,430,431,"linear","linear","clear",175,"2022-06-28 12:41:20.466667","1.6833","-0.6954292036233283","46.15777788454914","POINT(-0.695429203623328 46.15777788454914)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,7798,"C2",428,412,7903,423,438,"linear","linear","clear",181,"2022-06-28 12:41:24.966667","1.7500","-0.6950413175377684","46.15839334234218","POINT(-0.695041317537768 46.15839334234218)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,8065,"C2",425,415,8178,423,450,"linear","linear","clear",167,"2022-06-28 12:41:29.416667","1.8833","-0.6969891108198821","46.1575024066885","POINT(-0.696989110819882 46.1575024066885)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,8842,"C2",416,456,8950,414,484,"linear","linear","clear",179,"2022-06-28 12:41:42.366667","1.8000","-0.6954460960141201","46.15837178032207","POINT(-0.69544609601412 46.15837178032207)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,9111,"C2",417,443,9224,408,474,"linear","linear","clear",180,"2022-06-28 12:41:46.85","1.8833","-0.6956207796135843","46.158656117627146","POINT(-0.695620779613584 46.158656117627146)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,9364,"C2",424,455,9484,429,484,"linear","linear","clear",173,"2022-06-28 12:41:51.066667","2.0000","-0.6968673998407614","46.15832203944147","POINT(-0.696867399840761 46.15832203944147)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,19065,"D4",772,617,19160,760,632,"linear","linear","clear",188,"2022-06-28 13:14:34.75","1.5833","-0.6918823213585257","46.15908831734211","POINT(-0.691882321358526 46.15908831734211)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,19349,"C4",781,545,19449,783,565,"linear","linear","clear",167,"2022-06-28 13:14:39.483333","1.6667","-0.6946504794381413","46.15825176564928","POINT(-0.694650479438141 46.15825176564928)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,19575,"C3",764,538,19677,782,568,"linear","linear","clear",160,"2022-06-28 13:14:43.25","1.7000","-0.6954976027454901","46.15781919631578","POINT(-0.69549760274549 46.15781919631578)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,19834,"D3",765,565,19957,769,585,"linear","linear","clear",177,"2022-06-28 13:14:47.566667","2.0500","-0.6945082516404735","46.1600096363408","POINT(-0.694508251640474 46.1600096363408)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,20074,"D3",761,560,20186,774,586,"linear","linear","clear",174,"2022-06-28 13:14:51.566667","1.8667","-0.694425685911247","46.15927106616993","POINT(-0.694425685911247 46.15927106616993)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,20316,"D4",788,570,20427,791,605,"linear","linear","clear",169,"2022-06-28 13:14:55.6","1.8500","-0.6950280330439473","46.158881860410055","POINT(-0.695028033043947 46.158881860410055)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,20558,"D4",781,570,20663,783,596,"linear","linear","clear",175,"2022-06-28 13:14:59.633333","1.7500","-0.6939570729789144","46.15899274430495","POINT(-0.693957072978914 46.15899274430495)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,20803,"D4",804,570,20923,802,594,"linear","linear","clear",146,"2022-06-28 13:15:03.716667","2.0000","-0.698016977464053","46.15709161823558","POINT(-0.698016977464053 46.15709161823558)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",21,21056,"C4",794,553,21176,803,582,"linear","linear","clear",175,"2022-06-28 13:15:07.933333","2.0000","-0.6946666260639928","46.15972363762291","POINT(-0.694666626063993 46.15972363762291)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",22,26380,"C4",842,531,26495,847,566,"linear","linear","clear",160,"2022-06-28 13:16:36.666667","1.9167","-0.6962161918890412","46.15840880658951","POINT(-0.696216191889041 46.15840880658951)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",22,26823,"C4",796,546,26897,793,571,"linear","linear","clear",167,"2022-06-28 13:16:44.05","1.2333","-0.6931049935498048","46.157171992565736","POINT(-0.693104993549805 46.157171992565736)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",22,27043,"C4",793,531,27188,801,563,"linear","linear","clear",166,"2022-06-28 13:16:47.716667","2.4167","-0.6971889590656614","46.160210521644984","POINT(-0.697188959065661 46.160210521644984)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",22,27347,"C4",796,543,27501,800,577,"linear","linear","clear",170,"2022-06-28 13:16:52.783333","2.5667","-0.6969985875652127","46.16100234495085","POINT(-0.696998587565213 46.16100234495085)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,9641,"C2",433,439,9752,434,469,"linear","linear","clear",180,"2022-06-28 12:41:55.683333","1.8500","-0.6955128506449643","46.158578465377154","POINT(-0.695512850644964 46.158578465377154)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,9909,"C2",421,449,10038,422,481,"linear","linear","clear",170,"2022-06-28 12:42:00.15","2.1500","-0.697796719609545","46.158337213158134","POINT(-0.697796719609545 46.158337213158134)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,10178,"C2",407,456,10290,408,489,"linear","linear","clear",183,"2022-06-28 12:42:04.633333","1.8667","-0.695203043530852","46.158848964275506","POINT(-0.695203043530852 46.158848964275506)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,10417,"C2",418,450,10532,424,493,"linear","linear","clear",178,"2022-06-28 12:42:08.616667","1.9167","-0.6959856890884161","46.15858060682521","POINT(-0.695985689088416 46.15858060682521)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,10668,"C2",417,465,10776,412,488,"linear","linear","clear",176,"2022-06-28 12:42:12.8","1.8000","-0.6957735919612642","46.158131921433075","POINT(-0.695773591961264 46.158131921433075)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,10954,"C2",411,470,11059,418,502,"linear","linear","clear",182,"2022-06-28 12:42:17.566667","1.7500","-0.6949277107709037","46.15846569399352","POINT(-0.694927710770904 46.15846569399352)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,11269,"C2",457,475,11375,445,501,"linear","linear","clear",182,"2022-06-28 12:42:22.816667","1.7667","-0.6949883554113612","46.15851249072812","POINT(-0.694988355411361 46.15851249072812)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,11502,"C2",453,453,11623,452,487,"linear","linear","clear",180,"2022-06-28 12:42:26.7","2.0167","-0.6960974695238514","46.15899908049965","POINT(-0.696097469523851 46.15899908049965)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,11793,"C2",472,464,11907,472,499,"linear","linear","clear",173,"2022-06-28 12:42:31.55","1.9000","-0.6963684972718183","46.15819104508411","POINT(-0.696368497271818 46.15819104508411)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,12070,"C2",465,477,12182,465,515,"linear","linear","clear",175,"2022-06-28 12:42:36.166667","1.8667","-0.6960237565922813","46.158288421951106","POINT(-0.696023756592281 46.158288421951106)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,12303,"C2",470,482,12413,451,516,"linear","linear","clear",187,"2022-06-28 12:42:40.05","1.8333","-0.6944606620666016","46.15911006744035","POINT(-0.694460662066602 46.15911006744035)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-39-15_csi0.mp4",4,12552,"C2",470,485,12668,474,518,"linear","linear","clear",177,"2022-06-28 12:42:44.2","1.9333","-0.6960415709114756","46.158618100344164","POINT(-0.696041570911476 46.158618100344164)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",10,25610,"C3",707,481,25933,700,545,"linear","linear","clear",184,"2022-06-28 13:16:23.833333","5.3833","-0.7000750421598447","46.1711567161587","POINT(-0.700075042159845 46.1711567161587)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",10,26105,"C3",699,502,26418,685,564,"linear","linear","clear",181,"2022-06-28 13:16:32.083333","5.2167","-0.7009829806568925","46.17021798983695","POINT(-0.700982980656892 46.17021798983695)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",10,26588,"C3",689,511,26859,672,550,"linear","linear","clear",188,"2022-06-28 13:16:40.133333","4.5167","-0.6968231244054939","46.16880176532869","POINT(-0.696823124405494 46.16880176532869)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,34421,"C3",758,441,34520,737,474,"linear","linear","clear",190,"2022-06-28 13:18:50.683333","1.6500","-0.6914573601661056","46.15944675771028","POINT(-0.691457360166106 46.15944675771028)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,34618,"C3",742,445,34691,735,485,"linear","linear","clear",182,"2022-06-28 13:18:53.966667","1.2167","-0.6916185480630903","46.15777912754444","POINT(-0.69161854806309 46.15777912754444)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,34809,"C3",756,457,34892,750,479,"linear","linear","clear",185,"2022-06-28 13:18:57.15","1.3833","-0.6916337152765558","46.158402187505786","POINT(-0.691633715276556 46.158402187505786)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,35001,"C3",745,460,35104,757,489,"linear","linear","clear",173,"2022-06-28 13:19:00.35","1.7167","-0.6938701902189344","46.15890324685487","POINT(-0.693870190218934 46.15890324685487)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,35221,"C3",733,460,35311,717,484,"linear","linear","clear",192,"2022-06-28 13:19:04.016667","1.5000","-0.6908519240712264","46.15901280283627","POINT(-0.690851924071226 46.15901280283627)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",15,35459,"C3",722,463,35541,723,480,"linear","linear","clear",145,"2022-06-28 13:19:07.983333","1.3667","-0.6950546672926301","46.15623076673573","POINT(-0.69505466729263 46.15623076673573)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,8807,"C3",617,530,8864,637,535,"linear","linear","clear",94,"2022-06-28 11:31:38.783333","0.9500","-0.6911940685690012","46.15094027923633","POINT(-0.691194068569001 46.15094027923633)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,9142,"C3",608,517,9228,641,524,"linear","linear","clear",99,"2022-06-28 11:31:44.366667","1.4333","-0.6928541001821381","46.14964126173647","POINT(-0.692854100182138 46.14964126173647)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,9357,"C3",621,522,9400,649,519,"linear","linear","clear",69,"2022-06-28 11:31:47.95","0.7167","-0.6891461767213719","46.151388712505366","POINT(-0.689146176721372 46.151388712505366)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,9511,"C3",622,499,9581,639,510,"linear","linear","clear",109,"2022-06-28 11:31:50.516667","1.1667","-0.6929607131399185","46.150864135201026","POINT(-0.692960713139918 46.150864135201026)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,9924,"C3",619,517,9985,642,522,"linear","linear","clear",99,"2022-06-28 11:31:57.4","1.0167","-0.6917429347091514","46.15087726782513","POINT(-0.691742934709151 46.15087726782513)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,10276,"C3",616,536,10344,632,539,"linear","linear","clear",98,"2022-06-28 11:32:03.266667","1.1333","-0.6919664526584041","46.1504976740234","POINT(-0.691966452658404 46.1504976740234)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,10450,"C3",617,552,10504,637,540,"linear","linear","clear",61,"2022-06-28 11:32:06.166667","0.9000","-0.6885447544085583","46.15076572379101","POINT(-0.688544754408558 46.15076572379101)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,10636,"C3",620,542,10692,638,542,"linear","linear","clear",98,"2022-06-28 11:32:09.266667","0.9333","-0.6914464609294514","46.15109918408186","POINT(-0.691446460929451 46.15109918408186)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,10814,"C3",606,530,10873,631,519,"linear","linear","clear",70,"2022-06-28 11:32:12.233333","0.9833","-0.6892791507292958","46.15046525982868","POINT(-0.689279150729296 46.15046525982868)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,10972,"C3",607,522,11036,641,522,"linear","linear","clear",105,"2022-06-28 11:32:14.866667","1.0667","-0.6923349881261404","46.150956984805255","POINT(-0.69233498812614 46.150956984805255)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,11385,"C3",573,523,11442,602,524,"linear","linear","clear",108,"2022-06-28 11:32:21.75","0.9500","-0.6921619007242108","46.151393949319086","POINT(-0.692161900724211 46.151393949319086)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,11574,"C3",586,528,11645,610,528,"linear","linear","clear",85,"2022-06-28 11:32:24.9","1.1833","-0.6908636946626329","46.149961783251825","POINT(-0.690863694662633 46.149961783251825)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,12584,"C3",567,436,12644,589,445,"linear","linear","clear",121,"2022-06-28 11:32:41.733333","1.0000","-0.6931039809965694","46.15184380141855","POINT(-0.693103980996569 46.15184380141855)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,12904,"C3",556,441,12950,593,447,"linear","linear","clear",111,"2022-06-28 11:32:47.066667","0.7667","-0.6917083600250197","46.151971176118316","POINT(-0.69170836002502 46.151971176118316)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,13073,"C3",568,455,13112,592,439,"linear","linear","clear",69,"2022-06-28 11:32:49.883333","0.6500","-0.6891344313667703","46.151622479152266","POINT(-0.68913443136677 46.151622479152266)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,13658,"C3",539,444,13731,565,461,"linear","linear","clear",121,"2022-06-28 11:32:59.633333","1.2167","-0.6939941079996303","46.15139428506424","POINT(-0.69399410799963 46.15139428506424)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,14053,"C3",538,465,14096,563,468,"linear","linear","clear",93,"2022-06-28 11:33:06.216667","0.7167","-0.690608572098265","46.15164210697111","POINT(-0.690608572098265 46.15164210697111)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,14204,"C3",535,468,14255,460,458,"linear","linear","clear",78,"2022-06-28 11:33:08.733333","0.8500","-0.689839704580915","46.150974233495596","POINT(-0.689839704580915 46.150974233495596)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,14355,"C3",541,448,14427,566,464,"linear","linear","clear",133,"2022-06-28 11:33:11.25","1.2000","-0.6945541262046944","46.15219355596711","POINT(-0.694554126204694 46.15219355596711)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,14553,"C3",543,454,14607,559,444,"linear","linear","clear",73,"2022-06-28 11:33:14.55","0.9000","-0.6894946117021599","46.15076572379101","POINT(-0.68949461170216 46.15076572379101)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,14700,"C3",549,463,14765,568,468,"linear","linear","clear",106,"2022-06-28 11:33:17","1.0833","-0.6925309872686518","46.15099783854903","POINT(-0.692530987268652 46.15099783854903)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",9,15072,"C3",554,473,15120,577,470,"linear","linear","clear",80,"2022-06-28 11:33:23.2","0.8000","-0.6899967396813681","46.151182662925734","POINT(-0.689996739681368 46.151182662925734)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",10,5504,"C3",579,496,5595,617,513,"linear","linear","clear",107,"2022-06-28 11:30:43.733333","1.5167","-0.693945389187347","46.149826193294636","POINT(-0.693945389187347 46.149826193294636)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",10,5699,"C3",604,507,5776,618,512,"linear","linear","clear",79,"2022-06-28 11:30:46.983333","1.2833","-0.6903653131536979","46.149506236330026","POINT(-0.690365313153698 46.149506236330026)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",11,6032,"C3",754,523,6242,708,544,"linear","linear","clear",250,"2022-06-28 11:30:52.533333","3.5000","-0.6880946852911484","46.166169576242744","POINT(-0.688094685291148 46.166169576242744)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",8,23021,"C2",437,551,23108,433,588,"linear","linear","clear",199,"2022-06-28 11:35:35.683333","1.4500","-0.6943786687619796","46.1573788212445","POINT(-0.69437866876198 46.1573788212445)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-29-12_csi0.mp4",8,23197,"C2",442,534,23368,412,573,"non-linear","linear","clear",227,"2022-06-28 11:35:38.616667","2.8500","-0.6937070883516574","46.16336516598777","POINT(-0.693707088351657 46.16336516598777)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,27903,"B4",1002,649,28004,1001,693,"linear","linear","clear",176,"2022-06-28 13:17:02.05","1.6833","-0.6935202197262513","46.15891103753384","POINT(-0.693520219726251 46.15891103753384)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,28271,"B4",833,573,28364,849,596,"linear","linear","clear",171,"2022-06-28 13:17:08.183333","1.5500","-0.6936159113482037","46.158302211436926","POINT(-0.693615911348204 46.158302211436926)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,28580,"C4",787,523,28703,802,554,"linear","linear","clear",157,"2022-06-28 13:17:13.333333","2.0500","-0.6969536745612889","46.1585321932284","POINT(-0.696953674561289 46.1585321932284)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,28791,"C4",771,532,28903,770,565,"linear","linear","clear",159,"2022-06-28 13:17:16.85","1.8667","-0.6960237565922813","46.158288421951106","POINT(-0.696023756592281 46.158288421951106)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,28973,"D3",743,563,29102,753,596,"linear","linear","clear",161,"2022-06-28 13:17:19.883333","2.1500","-0.6968239244049146","46.1591430067152","POINT(-0.696823924404915 46.1591430067152)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-9-17_csi0.mp4",23,29178,"C3",747,545,29304,739,586,"linear","linear","clear",166,"2022-06-28 13:17:23.3","2.1000","-0.695976041446479","46.1594667861267","POINT(-0.695976041446479 46.1594667861267)"
